id;col;lig;X_utm;Y_utm
GCP #91;1834;-415;440616,625;8757426,63
GCP #92;1853;-523;440524,875;8757377,13
GCP #93;1804;-532;440499,375;8757407,13
GCP #94;1791;-511;440511,875;8757419,88
GCP #95;2011;-527;440567,125;8757267,88
GCP #96;1964,625;-438,875;440646;8757330
GCP #97;1844;-480;440555,625;8757397,63
GCP #98;2075;-521;440587,125;8757220,63
GCP #99;2059;-420;440683,625;8757271,88
GCP #100;2096;-459;440649,125;8757228,13
GCP #101;2219,125;-518,375;440573;8757122
GCP #102;2194;-501;440596,375;8757145,63
GCP #103;2326;-460;440628;8757048
GCP #104;2300,875;-387,375;440700;8757086
GCP #105;2299,875;-425,875;440655;8757076
GCP #106;2385,125;-499,875;440579;8756999
GCP #108;2430;-433;440668;8756985
GCP #107;2408;-402;440700;8757007
GCP #109;2418,125;-486,625;440591,25;8756978,25
GCP #110;2450,25;-482,75;440597,375;8756958,38
GCP #111;2425,25;-507,75;440561,25;8756967,75
GCP #112;2425,125;-479,125;440606,375;8756974,38
GCP #113;2467,75;-476,75;440615,625;8756948,38
GCP #114;2470,25;-457,75;440647,375;8756951,38
GCP #115;2570,75;-445,75;440696,25;8756887,25
GCP #116;2502,75;-475,25;440617,625;8756922,38
GCP #117;2526,75;-412,75;440734,375;8756924,88
GCP #118;2511,75;-411,75;440733,625;8756935,63
GCP #119;2524,75;-434,75;440706,375;8756920,88
GCP #120;2482,25;-386,75;440752,875;8756961,63
GCP #122;2557,75;-407,25;440747,625;8756902,63
GCP #123;2559,75;-420,25;440733,125;8756899,38
GCP #121;2472,25;-510,25;440215,875;8756847,13
GCP #124;2634;-486;440110;8756762
GCP #125;2668;-429;440148,699;8756753,14
GCP #126;2646;-529;440025;8756747
GCP #127;2766;-387;440096;8756693
GCP #128;2746;-468;439997;8756693
GCP #129;2688;-526;439954,707;8756717,91
GCP #130;2641;-634;439734,941;8756725,64
GCP #131;1684,5;-530,5;440444,632;8757472,65
GCP #132;1743,544;-537;440469;8757438
GCP #133;1731;-521;440480,147;8757451,59
GCP #134;1677;-417;440562,011;8757526,83
GCP #135;1726;-479;440513,253;8757470,25
GCP #136;1767;-445;440568,03;8757460,61
GCP #137;1689;-560;440411,115;8757453,09
GCP #138;1604,875;-567,375;440351;8757489
GCP #139;1563,625;-585,625;440282;8757489
GCP #140;1531;-600;440228,535;8757488,3
GCP #141;1428;-597;440155,7;8757522,01
GCP #142;1362;-583;440099,117;8757537,06
GCP #143;1446;-629;440091,894;8757479,28
GCP #144;1424;-622;440074,438;8757487,1
GCP #145;1426,125;-628,875;440056,379;8757474,46
GCP #146;1402,625;-619,375;440042,535;8757482,29
GCP #147;1351;-606;439982,942;8757490,11
GCP #148;1410,375;-637,875;440001;8757456
GCP #149;1430,75;-643,25;440021,467;8757451,59
GCP #150;1440,25;-659,75;439977;8757424,24
GCP #151;1389,75;-637,75;439951,039;8757443,16
GCP #152;1459,25;-679,25;439948,632;8757391,99
GCP #153;1448,25;-679,25;439927,564;8757399,22
GCP #154;1385,75;-645,75;439921,544;8757427,51
GCP #155;1361,75;-640,75;439889,039;8757426,3
GCP #156;1308,75;-607,75;439889,641;8757455,2
GCP #157;1414,75;-681,25;439873,389;8757390,79
GCP #158;1426,25;-704,25;439845,699;8757367,92
GCP #159;1381,25;-707,25;439794,534;8757366,11
GCP #160;1286,25;-734,25;439688,592;8757362,5
GCP #161;1317,75;-824,25;439606,126;8757296,29
GCP #162;1279,425;-806,88;439606,126;8757316,15
GCP #163;1316,75;-792,25;439639,98;8757318,25
GCP #164;1371,75;-803,25;439658,495;8757298,69
GCP #165;1319,75;-773,25;439663,323;8757331,04
GCP #167;1177,75;-694,75;439659,097;8757398,62
GCP #166;1348,75;-746,25;439717;8757343,99
GCP #168;1353,75;-725,25;439744;8757353,68
GCP #169;1259,25;-815,25;439585,058;8757314,95
GCP #170;1119,25;-722,75;439597,699;8757390,79
GCP #171;606,071;-1180,863;439147,958;8757298,88
GCP #173;248;-1303;439044,514;8757345,65
GCP #175;517;-1140;439143,479;8757337,71
GCP #177;473;-1078;439152,438;8757366,45
GCP #178;734;-1073;439212,213;8757303,98
GCP #179;683,875;-1189,875;439155,797;8757268,28
GCP #180;587;-1223;439124;8757284,03
GCP #182;943;-1046;439285;8757267,22
GCP #183;968;-1003;439319,668;8757285,45
GCP #184;1019,375;-944,625;439375,75;8757302,25
GCP #185;1085;-870;439451,064;8757322,77
GCP #186;1145;-916;439446,958;8757285,45
GCP #187;1104,5;-1228,5;439086,74;8757072,3
GCP #181;468,5;-820,5;439260,317;8757449,69
GCP #188;462,373;-913,732;439217;8757419
GCP #176;361,048;-1255,476;439077,019;8757332,43
GCP #174;480,796;-1230,605;439107,271;8757313,82
GCP #172;2452,959;-375,786;440753,819;8756984,2
GCP #189;1405,272;-605,981;440094;8757510,07
GCP #190;1439,406;-619,838;440105,25;8757493,75
GCP #191;1432,647;-638,088;440035,75;8757459,75
GCP #192;1463,064;-605,643;440172,75;8757507,75
GCP #193;1433,323;-606,657;440147,25;8757514,25
GCP #194;1278,534;-589,421;439887,25;8757471,75
GCP #195;1147,572;-587,9;439749,033;8757466
GCP #196;971,154;-550,047;439676;8757519
GCP #197;966,422;-454,065;439768;8757577
GCP #198;910,32;-416,889;439763;8757606
GCP #199;879,227;-457,445;439699;8757583
GCP #200;702;-427;439616;8757621
GCP #201;1050,72;-677,274;439598;8757427
GCP #202;665,632;-429,055;439599;8757626
GCP #203;2355,465;-595,335;440132;8756925
GCP #204;2565,004;-588,576;439982;8756795
GCP #205;2592,041;-515,575;440101;8756791
GCP #206;2522,42;-581,816;440058,334;8756819,85
GCP #207;2645,44;-575,057;439904;8756764
GCP #209;3490,909;-642,769;439492,541;8756395,93
GCP #210;3509,663;-674,026;439483,403;8756392,57
GCP #211;3522,166;-559,001;439550;8756390,06
GCP #212;3590,932;-390,213;439575,738;8756374,64
GCP #213;3479,657;-296,442;439726,544;8756392,55
GCP #214;3497,16;-261,434;439747,821;8756382,1
GCP #215;3530,918;-207,672;439774,324;8756366,8
GCP #216;3503,412;-112,65;439831,063;8756373,14
GCP #217;3212,096;-431,472;439729,431;8756489,17
GCP #218;3332,123;-226,426;439807,546;8756437,87
GCP #219;3912,046;-525,932;439544,367;8756274,6
GCP #220;3877,636;-552,739;439511,917;8756294,25
GCP #221;3758,578;-594,246;439470,087;8756333,78
GCP #222;3493,154;-573,493;439538,319;8756404,06
GCP #223;3859,068;-442,419;439587,422;8756287,55
GCP #224;3843,776;-450,065;439574,54;8756288,68
GCP #225;4109,746;-428,766;439622,768;8756194,48
GCP #226;4057,316;-450,611;439611,265;8756218,53
GCP #227;3991,779;-452,796;439595,579;8756235,47
GCP #228;3882,552;-417,843;439606,036;8756270,82
GCP #229;3939,35;-404,735;439619,213;8756252,62
GCP #230;3716,525;-249,632;439687,815;8756316,21
GCP #231;3742,74;-210,31;439736,548;8756296,55
GCP #232;3886,921;-345,752;439654,141;8756266,64
GCP #233;3864,147;-273,539;439694,564;8756257,84
GCP #234;4157,806;-319,538;439675,057;8756168,75
GCP #235;4173,098;-433,135;439637,409;8756168,96
GCP #236;4195,758;-450,398;439620,886;8756167,08
GCP #237;3675,019;-291,138;439684,678;8756328,34
GCP #238;3718,71;-363,229;439633,017;8756332,52
GCP #239;1985,632;-717,459;439962,226;8757091,54
GCP #241;1693,634;-829,288;439644,731;8757119,77
GCP #240;1425,849;-750,331;439763,549;8757326,07
GCP #242;1403,318;-749,079;439748,053;8757333,53
GCP #244;1440,53;-694,971;439878,147;8757376,82
GCP #243;1411,995;-716,22;439817,492;8757356,95
GCP #245;1442,956;-721,958;439833,388;8757351,31
GCP #246;1447,546;-717,368;439844,682;8757354,86
GCP #247;1306,353;-548,652;440182,674;8757591,62
GCP #248;1738,782;-357,704;440660,235;8757508,52
GCP #249;1722,239;-343,441;440678,785;8757532,01
GCP #250;1687,026;-337,369;440670,837;8757557,32
GCP #251;1708,883;-345,262;440668,118;8757539,12
GCP #252;1713,132;-436,939;440552;8757493,67
GCP #253;1628,741;-440,582;440507,07;8757544,98
GCP #254;581,133;-335,852;439623,189;8757685,32
GCP #255;572,585;-373,977;439585,96;8757664,62
GCP #256;833,701;-335,852;439786,747;8757671,73
GCP #257;743,845;-347,994;439715,426;8757671,1
GCP #258;1120,267;-486,421;439957,416;8757615,05
GCP #259;1158,395;-509,164;439964,318;8757596,43
GCP #260;877,414;-717,131;439460,088;8757421,75
GCP #261;175,569;-804,558;439177,861;8757519,48
GCP #262;289,71;-777,844;439221,702;8757503,95
GCP #263;326,411;-492,474;439382,454;8757618,6
GCP #264;457,278;-185,283;439672,899;8757806,27
GCP #265;726,845;-270,281;439781,309;8757727,36
GCP #266;617,561;-233,853;439741,152;8757761,45
GCP #267;1035,795;-404,152;440066,385;8757629,9
GCP #268;1392,887;-518,728;440233,289;8757581,79
GCP #269;1482,504;-532,092;440302,309;8757562,76
GCP #271;2711,795;-378,149;440159,717;8756733,08
GCP #270;2640,451;-453,481;440147,158;8756762,08
GCP #272;2736,357;-351,286;440169,454;8756730,98
GCP #274;3235,932;-149,648;439904,322;8756468,36
GCP #273;3184,049;-388,627;439751,156;8756503,27
GCP #275;3196,627;-234,548;439811,542;8756502,65
GCP #276;3088,143;-254,987;439801,478;8756547,93
GCP #277;2976;-601,198;439670,013;8756582,53
GCP #278;2893,186;-607,166;439674,416;8756610,84
GCP #279;2737,536;-649,616;439684,48;8756684,43
GCP #280;2781,558;-572,577;439705,238;8756664,93
GCP #281;2775,234;-677,888;439662,308;8756664,77
GCP #282;2787,847;-624,461;439676,775;8756660,37
GCP #283;1824,071;-776,967;439813,744;8757107,45
GCP #284;1552,076;-907,462;439497,976;8757126,32
GCP #286;30,158;-1592,954;438788,443;8757200,54
GCP #53;921,067;-1036,296;439282,409;8757275,79
GCP #54;944,649;-1031,473;439292,84;8757275,79
GCP #55;945,721;-1022,897;439299,625;8757280,13
GCP #56;1022,897;-1001,995;439345,375;8757274,38
GCP #57;1007,355;-988,061;439345,375;8757284,63
GCP #58;1004,139;-967,159;439356,375;8757294,88
GCP #59;813,875;-1065,375;439234,493;8757287,85
GCP #60;878,727;-1063,63;439254,375;8757272,38
GCP #61;789,125;-1033,875;439243,294;8757303,17
GCP #62;765,641;-1078,636;439214,875;8757294,38
GCP #63;669,125;-1036,625;439205,625;8757330,38
GCP #64;704,543;-1057,734;439210,375;8757314,38
GCP #65;543,758;-923,211;439232,625;8757397,38
GCP #71;524,464;-873,367;439248,125;8757421,13
GCP #72;575,779;-1198;439137,358;8757301,22
GCP #73;555,875;-1203,125;439131,165;8757304,8
GCP #285;509,993;-1177,251;439128,375;8757326,13
GCP #287;963,943;-1018,074;439309,375;8757277,88
GCP #288;998,244;-953,76;439361,625;8757301,88
GCP #289;1038,375;-916,125;439399,753;8757310,02
GCP #290;1118,297;-913,028;439438,625;8757298,38
GCP #291;1092,035;-918,387;439420,375;8757298,13
GCP #292;1118,833;-882,478;439458,752;8757312,95
GCP #293;1126,336;-877,119;439465,375;8757310,38
GCP #294;1145,094;-849,25;439494,125;8757320,13
GCP #295;1452,82;-688,758;439917,1;8757385,32
GCP #296;1497,23;-707,323;439921,711;8757358,61
GCP #297;1492,055;-711,711;439907,547;8757348,98
GCP #298;1497,013;-699,518;439938,95;8757366,28
GCP #299;1023;-631;439616;8757453
GCP #300;945;-590;439615;8757493
GCP #301;897;-568;439613;8757517
GCP #302;2286;-362;440728;8757102
GCP #303;2254;-530;440559;8757086
GCP #305;3906;-408;439597,628;8756264,31
GCP #304;3917;-397;439618,625;8756260,21
GCP #306;3832;-578;439487,706;8756311,08
GCP #308;3574,506;-575,302;439517,069;8756382,95
GCP #307;3468,631;-629,107;439497,831;8756407,96
GCP #309;3485,988;-610,015;439506,969;8756407,96
GCP #310;3696,001;-589,187;439470,554;8756354,52
GCP #311;3727,243;-596,998;439465,455;8756345,43
GCP #312;3545;-666,424;439486,074;8756384,9
GCP #313;3598,805;-598,733;439492,504;8756378,91
GCP #314;3653,478;-596,13;439476,984;8756366,94
GCP #316;3494,666;-671,631;439486,961;8756396,2
GCP #315;3473,837;-643,012;439494,097;8756400,42
GCP #317;3651,76;-584,368;439485,908;8756367,3
GCP #318;3548,707;-598,318;439503,742;8756387,32
GCP #319;3465,866;-588,354;439534,497;8756409,7
