id	col	lig	X_utm	Y_utm
GCP #226	4075	-1111	438975.537	8757906.374
GCP #227	3109	-1231	439054.743	8758233.565
GCP #228	2541	-1592	438592.826	8758368.291
GCP #229	2747	-1417	438781.591	8758339.421
GCP #230	2044	-1614	438617.255	8758543.731
GCP #231	2246.25	-1429.75	438905.953	8758561.497
GCP #232	1229.75	-1730.75	438728.477	8758897.386
GCP #233	1228.25	-1711.25	438753.993	8758918.189
GCP #121	1212.75	-1717.75	438744.753	8758920.242
GCP #122	1223.25	-1678.75	438785.821	8758947.963
GCP #123	1264.75	-1649.75	438814.569	8758949.503
GCP #124	1317.25	-1627.75	438836.644	8758938.21
GCP #125	1296.75	-1677.75	438786.848	8758905.868
GCP #126	1372.75	-1608.25	438857.691	8758923.322
GCP #127	1363.75	-1586.75	438888.492	8758950.53
GCP #128	1366.75	-1570.25	438916.214	8758967.471
GCP #129	1428.25	-1551.75	438936.748	8758948.99
GCP #130	1289.25	-1562.25	438930.074	8759029.073
GCP #131	1299.25	-1579.25	438902.353	8759000.839
GCP #132	1331.25	-1571.25	438912.62	8758988.005
GCP #133	1263.25	-1582.75	438899.273	8759018.806
GCP #134	1215.75	-1596.75	438880.792	8759035.747
GCP #135	1275.25	-1527.75	438998.35	8759078.869
GCP #136	1463.25	-1492.75	439026.071	8758994.165
GCP #137	1412.25	-1448.75	439112.828	8759082.976
GCP #138	1341.75	-1503.75	439027.611	8759065.008
GCP #139	1600.75	-1466.75	439064.06	8758935.129
GCP #140	1547.25	-1477.25	439043.012	8758950.017
GCP #141	1516.75	-1497.25	439010.157	8758950.53
GCP #142	1477.25	-1523.25	438971.656	8758944.37
GCP #143	1721.25	-1492.25	438995.27	8758823.218
GCP #144	1687.75	-1482.75	439015.291	8758852.479
GCP #145	1616.75	-1492.75	438956.769	8758827.325
GCP #146	1649.25	-1482.25	439020.938	8758876.094
GCP #147	1672.75	-1472.75	439046.092	8758878.66
GCP #148	1746.25	-1483.75	439027.098	8758821.678
GCP #149	1722.75	-1461.25	439074.84	8758863.773
GCP #150	1776.25	-1474.75	439050.199	8758816.031
GCP #151	1784.75	-1454.75	439084.081	8758831.432
GCP #152	1795.75	-1421.25	439141.063	8758860.693
GCP #153	1695.75	-1457.75	439082.027	8758887.388
GCP #154	1747.75	-1415.25	439158.004	8758898.168
GCP #155	1706.25	-1426.25	439141.576	8758915.622
GCP #156	1703.75	-1406.75	439173.918	8758936.67
GCP #157	1744.25	-1398.25	439184.185	8758918.702
GCP #158	1820.25	-1391.25	439189.318	8758873.527
GCP #159	1861.75	-1412.75	439150.303	8758825.272
GCP #160	1937.75	-1397.25	439164.677	8758792.93
GCP #161	1993.75	-1424.25	439122.582	8758734.408
GCP #234	1996.75	-1386.25	439174.944	8758762.642
GCP #235	1965.25	-1391.75	439166.217	8758774.963
GCP #236	2118.75	-1380.75	439168.271	8758688.719
GCP #237	2171.25	-1359.75	439221.66	8758680.506
GCP #238	2185.75	-1349.25	439234.493	8758678.452
GCP #239	2085.25	-1362.75	439221.66	8758731.328
GCP #240	2212.25	-1325.75	439266.321	8758672.292
GCP #241	2253.25	-1309.25	439293.529	8758650.731
GCP #242	2230.75	-1309.75	439300.716	8758667.672
GCP #243	2197.25	-1277.75	439345.378	8758701.04
GCP #244	2099.75	-1277.75	439353.592	8758769.829
GCP #245	2157.75	-1354.75	439229.36	8758693.853
GCP #246	2273.25	-1214.25	439383.88	8758672.292
GCP #247	2193.25	-1232.75	439386.446	8758718.494
GCP #248	2535.75	-1317.25	439168.271	8758478.244
GCP #249	2580.75	-1318.75	439156.977	8758453.09
GCP #250	2626.25	-1252.75	439187.265	8758438.202
GCP #251	2647.75	-1219.25	439206.259	8758431.529
GCP #252	2713.25	-1218.75	439188.291	8758395.08
GCP #253	2692.75	-1286.25	439154.41	8758399.701
GCP #254	2744.25	-1233.75	439173.918	8758380.707
GCP #255	2770.75	-1276.75	439135.416	8758369.413
GCP #256	2780.75	-1240.75	439164.677	8758362.739
GCP #257	2782.75	-1161.25	439202.152	8758370.953
GCP #258	2822.75	-1194.75	439182.131	8758344.258
GCP #259	2817.25	-1245.25	439145.683	8758346.312
GCP #260	2952.25	-1123.75	439192.398	8758293.436
GCP #261	2978.25	-1069.25	439224.74	8758282.656
GCP #262	3068	-1082	439183.158	8758243.127
GCP #263	3191	-976	439216.526	8758192.819
GCP #264	3264	-1067	439162.11	8758156.371
GCP #265	3192	-1125	439134.903	8758186.658
GCP #266	3267	-947	439239.114	8758162.531
GCP #267	3449	-962	439200.099	8758081.934
GCP #268	3512	-845	439246.814	8758054.213
GCP #269	3601	-914	439177.511	8758020.332
GCP #270	3577	-869	439201.639	8758032.652
GCP #271	3692	-814	439221.146	8757980.29
GCP #272	3690	-883	439172.891	8757986.964
GCP #273	3754	-953	439128.742	8757966.943
GCP #274	3728	-1002	439109.235	8757977.723
GCP #275	3779	-1042	439074.327	8757965.403
GCP #276	3772	-1099	439052.253	8757968.996
GCP #277	4017	-1014	439046.092	8757890.966
GCP #278	3969	-953	439082.027	8757902.773
GCP #279	3988	-776	439156.977	8757884.293
GCP #280	4136	-825	439130.282	8757835.524
GCP #281	4076	-1032	439034.285	8757871.972
GCP #282	4137	-961	439072.273	8757841.684
GCP #283	3903	-801	439186.751	8757902.773
GCP #284	3854	-646	439289.422	8757918.687
GCP #285	1008	-1815	438636.435	8758936.67
GCP #286	1053	-1792	438670.317	8758938.21
GCP #287	963	-1784	438680.584	8758982.871
GCP #288	1077	-1773	438693.931	8758947.45
GCP #289	1029	-1750	438703.685	8758986.978
GCP #290	961	-1753	438703.685	8759025.48
GCP #291	1158	-1742	438723.192	8758923.322
GCP #292	1161	-1722	438735.513	8758938.21
GCP #293	1083	-1710	438745.78	8758990.572
GCP #294	1157	-1657	438805.842	8759005.459
GCP #295	908	-1853	438588.18	8758949.503
GCP #296	954	-1852	438590.233	8758923.322
GCP #297	781	-1851	438578.426	8759006.486
GCP #298	910	-1808	438636.949	8758990.572
GCP #299	863	-1845	438583.046	8758972.091
GCP #300	1083	-1864	438558.405	8758843.752
GCP #301	886	-1879	438554.812	8758933.076
GCP #302	781	-1896	438525.037	8758964.391
GCP #303	820	-1897	438525.551	8758938.21
GCP #304	896	-1917	438493.723	8758876.607
GCP #305	1142	-1879	438527.604	8758793.444
GCP #306	1215	-1864	438536.844	8758768.289
GCP #307	1245	-1870	438515.284	8758745.702
GCP #308	1105	-1909	438486.022	8758777.53
GCP #309	1006	-1931	438462.408	8758806.791
GCP #310	1308	-1866	438512.717	8758715.414
GCP #311	1242	-1903	438480.375	8758719.521
GCP #312	1409	-1904	438454.708	8758641.491
GCP #313	1405	-1920	438440.847	8758637.897
GCP #314	1305	-1923	438452.141	8758681.019
GCP #315	1099	-1964	438423.393	8758735.948
GCP #316	1174	-1961	438423.906	8758702.58
GCP #317	1217	-1958	438419.286	8758691.286
GCP #318	1291	-1957	438417.746	8758661.511
GCP #319	1223	-1986	438396.185	8758670.239
GCP #320	1150	-1995	438386.945	8758691.799
GCP #321	1216	-2007	438385.405	8758664.078
GCP #322	1206	-2035	438365.897	8758653.811
GCP #323	1123	-2049	438354.09	8758671.779
GCP #324	1087	-2066	438342.796	8758676.912
GCP #325	1051	-2054	438342.796	8758694.88
GCP #326	1053	-2082	438332.529	8758681.532
GCP #327	1010	-2091	438324.829	8758691.799
GCP #328	971	-2029	438372.571	8758742.622
GCP #329	955	-1964	438435.2	8758800.631
GCP #330	846	-1967	438439.82	8758855.046
GCP #331	1287.75	-1739.75	438687.514	8758846.576
GCP #332	1383.25	-1697.75	438717.289	8758814.748
