id	col	lig	X_utm	Y_utm
GCP #148	800.066	-868.743	438078.225	8756421.672
GCP #149	815.776	-865.152	438086.973	8756430.685
GCP #150	768.644	-906.897	438119.049	8756402.321
GCP #151	758.769	-917.221	438137.605	8756401.26
GCP #152	805.452	-891.636	438115.602	8756426.179
GCP #153	839.566	-825.651	438052.246	8756445.53
GCP #154	839.566	-794.23	438029.183	8756443.145
GCP #155	850.788	-797.821	438033.955	8756449.772
GCP #156	770.44	-878.169	438076.369	8756402.321
GCP #157	792.435	-868.743	438073.718	8756413.72
GCP #158	761.911	-903.755	438108.18	8756395.693
GCP #159	752.036	-902.858	438104.203	8756390.657
GCP #160	736.774	-913.63	438115.602	8756381.379
GCP #161	721.064	-911.386	438103.408	8756371.305
GCP #162	735.428	-898.369	438080.345	8756381.379
GCP #163	712.535	-892.085	438073.983	8756359.641
GCP #164	720.166	-880.863	438058.873	8756363.883
GCP #165	711.637	-884.903	438057.282	8756356.725
GCP #166	724.655	-869.641	438046.944	8756366.268
GCP #167	777.173	-844.504	438050.655	8756404.706
GCP #168	785.702	-835.078	438044.028	8756408.948
GCP #169	699.069	-884.903	438053.571	8756349.833
GCP #170	693.234	-883.556	438051.45	8756346.122
GCP #171	680.665	-879.965	438044.028	8756337.639
GCP #172	672.586	-884.454	438044.558	8756331.011
GCP #173	674.381	-875.925	438033.689	8756331.276
GCP #174	655.528	-888.045	438042.172	8756317.492
GCP #175	629.943	-906	438060.464	8756307.153
GCP #176	647.449	-905.551	438062.319	8756315.901
GCP #177	665.852	-909.142	438080.08	8756331.011
GCP #178	686.501	-849.89	438006.12	8756336.578
GCP #179	676.176	-847.197	437999.493	8756327.83
GCP #180	681.563	-849.89	438003.469	8756330.746
GCP #181	660.915	-865.601	438014.338	8756316.166
GCP #182	653.733	-864.703	438012.482	8756312.19
GCP #183	626.8	-895.676	438046.414	8756301.056
GCP #184	648.795	-862.459	438007.976	8756308.214
GCP #185	607.499	-902.409	438051.185	8756290.187
GCP #186	730.49	-823.856	437998.697	8756363.883
GCP #187	725.553	-819.367	437989.684	8756360.171
GCP #188	752.485	-797.372	437973.514	8756380.318
GCP #189	759.667	-796.026	437981.467	8756385.355
GCP #190	766.4	-794.679	437983.587	8756386.945
GCP #191	788.844	-769.093	437970.068	8756400.2
GCP #192	780.315	-768.196	437964.236	8756395.959
GCP #193	785.702	-758.32	437956.813	8756398.344
GCP #194	790.639	-746.65	437945.944	8756400.2
GCP #195	813.981	-736.774	437945.414	8756407.092
GCP #196	782.111	-747.996	437943.294	8756392.247
GCP #197	766.849	-760.116	437948.065	8756384.029
GCP #198	749.343	-777.622	437956.813	8756373.161
GCP #199	743.059	-757.871	437937.462	8756368.124
GCP #200	749.343	-769.542	437949.921	8756371.835
GCP #201	735.428	-778.071	437953.367	8756362.557
GCP #202	734.081	-790.639	437961.055	8756361.762
GCP #203	699.518	-791.088	437947.535	8756336.048
GCP #204	711.637	-783.906	437947.27	8756343.736
GCP #205	680.216	-775.377	437926.858	8756320.408
GCP #206	708.495	-738.121	437912.013	8756342.675
GCP #207	760.565	-688.296	437897.963	8756376.872
GCP #208	791.088	-694.131	437907.241	8756398.344
GCP #209	801.412	-682.461	437901.674	8756406.297
GCP #210	821.611	-681.114	437908.567	8756419.021
GCP #211	812.634	-717.024	437931.365	8756413.72
GCP #212	826.998	-705.802	437931.63	8756424.588
GCP #213	890.289	-676.176	437936.401	8756472.039
GCP #214	880.863	-675.728	437933.485	8756465.147
GCP #215	917.67	-654.182	437929.774	8756486.619
GCP #216	903.755	-650.142	437920.761	8756479.197
GCP #217	890.738	-663.159	437928.183	8756471.244
GCP #218	875.027	-712.535	437961.585	8756460.906
GCP #219	860.663	-739.917	437982.527	8756453.218
GCP #220	884.903	-718.371	437973.779	8756466.207
GCP #221	898.369	-682.012	437945.149	8756476.016
GCP #222	906	-700.416	437965.826	8756483.438
GCP #223	920.812	-683.358	437960.524	8756492.451
GCP #224	945.949	-641.164	437934.015	8756509.417
GCP #225	955.825	-650.591	437950.451	8756517.635
GCP #226	928.443	-676.625	437965.031	8756497.223
GCP #227	962.109	-638.92	437941.703	8756522.142
GCP #228	970.637	-622.761	437932.955	8756529.564
GCP #229	1005.65	-642.062	437977.49	8756553.687
GCP #230	989.041	-655.528	437980.936	8756547.06
GCP #231	982.308	-644.755	437962.91	8756537.517
GCP #232	914.079	-721.064	437989.95	8756490.331
GCP #233	922.608	-700.416	437980.671	8756498.814
GCP #234	936.523	-693.234	437981.467	8756507.562
GCP #235	954.927	-673.034	437971.658	8756516.84
GCP #236	975.126	-699.069	437996.842	8756533.54
GCP #237	986.348	-705.802	438007.976	8756542.819
GCP #238	994.877	-691.438	438003.734	8756549.446
GCP #239	981.859	-733.632	438034.75	8756537.517
GCP #240	983.206	-726.001	438025.472	8756540.698
GCP #241	967.495	-719.717	438008.506	8756528.504
GCP #242	934.279	-742.161	438005.855	8756513.128
GCP #243	929.341	-758.769	438010.096	8756510.743
GCP #244	915.426	-761.911	438013.543	8756504.38
GCP #245	1001.161	-724.655	438044.823	8756554.748
GCP #246	975.126	-752.036	438049.33	8756536.191
GCP #247	989.041	-756.076	438066.03	8756546
GCP #248	1002.059	-740.365	438065.5	8756558.459
GCP #249	996.672	-752.485	438069.212	8756553.157
GCP #250	1023.156	-733.632	438074.513	8756571.448
GCP #251	1025.849	-716.126	438059.138	8756574.364
GCP #252	948.643	-790.639	438079.02	8756520.551
GCP #253	943.705	-790.19	438075.309	8756518.165
GCP #254	921.261	-808.145	438083.792	8756504.646
GCP #255	893.88	-827.896	438084.852	8756484.499
GCP #256	908.693	-799.168	438063.645	8756491.656
GCP #257	892.085	-791.088	438042.172	8756482.113
GCP #258	936.074	-782.559	438059.668	8756510.478
GCP #259	942.358	-766.4	438038.196	8756514.719
GCP #260	967.046	-798.719	438114.542	8756538.842
GCP #261	1030.786	-806.35	438182.14	8756585.763
GCP #262	1015.525	-818.918	438185.056	8756574.895
GCP #263	1057.27	-808.594	438192.214	8756605.38
GCP #264	1081.06	-803.208	438178.429	8756616.514
GCP #265	1060.861	-774.031	438158.017	8756603.259
GCP #266	1087.344	-765.502	438141.316	8756621.55
GCP #267	1109.788	-743.059	438117.193	8756631.359
GCP #268	1075.225	-708.495	438089.624	8756610.682
GCP #269	1088.691	-872.334	438255.305	8756623.671
GCP #270	1124.601	-885.8	438243.641	8756637.986
GCP #271	1140.311	-868.743	438222.964	8756649.65
GCP #272	1181.159	-849.442	438184.526	8756671.387
GCP #273	1109.339	-806.799	438168.886	8756630.564
GCP #274	1144.351	-796.475	438151.655	8756649.385
GCP #275	1150.636	-822.509	438164.379	8756654.422
GCP #276	1208.989	-949.989	438259.281	8756685.967
GCP #277	1214.376	-921.71	438230.121	8756676.689
GCP #278	1265.996	-943.256	438236.749	8756692.595
GCP #279	1039.315	-639.818	437991.805	8756580.196
GCP #280	682.012	-720.615	437888.42	8756319.612
GCP #281	700.416	-702.66	437882.058	8756332.867
GCP #282	657.324	-721.064	437884.974	8756304.767
GCP #283	625.903	-730.041	437880.202	8756279.319
GCP #284	631.738	-747.547	437896.373	8756287.006
GCP #285	594.033	-772.235	437899.554	8756258.377
GCP #286	648.346	-828.793	437966.622	8756302.116
GCP #287	631.738	-856.175	437993.131	8756294.694
GCP #288	651.488	-841.362	437988.094	8756308.214
GCP #289	658.67	-776.275	437928.183	8756303.442
GCP #290	628.596	-823.407	437961.85	8756288.597
GCP #291	622.761	-848.544	437981.467	8756286.741
GCP #292	609.294	-842.708	437969.538	8756275.873
GCP #293	599.419	-844.504	437968.477	8756266.064
GCP #294	593.584	-843.606	437964.236	8756261.558
GCP #295	594.482	-832.833	437954.427	8756265.269
GCP #296	617.823	-887.147	438032.894	8756284.355
GCP #297	561.714	-833.282	437951.776	8756239.555
GCP #298	559.918	-857.97	437976.96	8756240.616
GCP #299	544.208	-855.726	437972.454	8756229.217
GCP #300	546.452	-836.873	437953.897	8756228.952
GCP #301	534.781	-847.197	437958.669	8756223.12
GCP #302	550.043	-810.838	437925.533	8756229.482
GCP #303	577.424	-783.008	437904.855	8756246.447
GCP #304	542.861	-805.003	437918.375	8756221.529
GCP #305	545.105	-794.679	437907.771	8756222.324
GCP #306	524.457	-814.429	437923.147	8756210.66
GCP #307	510.542	-783.906	437901.939	8756198.996
GCP #308	518.622	-788.844	437905.121	8756208.805
GCP #309	481.814	-828.345	437938.257	8756183.356
GCP #310	507.4	-824.754	437935.341	8756199.792
GCP #311	476.877	-817.123	437926.328	8756183.091
GCP #312	464.308	-822.06	437933.22	8756171.692
GCP #313	336.828	-820.714	437952.837	8756099.587
GCP #314	357.476	-832.833	437961.585	8756112.577
GCP #315	360.619	-828.345	437957.874	8756115.493
GCP #316	398.773	-839.118	437961.055	8756137.495
GCP #317	428.398	-826.998	437941.173	8756149.955
GCP #318	439.62	-789.293	437913.869	8756155.521
GCP #319	454.882	-786.599	437905.651	8756167.716
GCP #320	325.606	-824.305	437959.199	8756090.574
GCP #321	313.936	-902.409	438063.91	8756110.191
GCP #322	281.617	-872.334	438039.521	8756087.658
GCP #323	260.969	-872.783	438041.907	8756076.259
GCP #324	254.684	-846.748	438020.435	8756069.632
GCP #325	270.844	-830.14	438003.999	8756076.525
GCP #326	299.123	-824.754	437987.564	8756084.477
GCP #327	235.832	-873.681	438053.571	8756062.475
GCP #328	244.36	-826.998	438010.892	8756059.029
GCP #329	186.905	-863.357	438069.212	8756036.231
GCP #330	102.965	-825.651	438075.044	8755994.346
GCP #331	95.334	-866.05	438108.445	8756000.709
GCP #332	90.846	-841.811	438089.624	8755994.346
GCP #333	46.856	-799.168	438081.141	8755972.344
GCP #334	54.936	-851.237	438115.867	8755983.213
GCP #335	39.674	-818.918	438097.046	8755971.814
GCP #336	26.657	-857.072	438138.665	8755969.693
GCP #337	45.061	-880.863	438153.51	8755986.394
GCP #338	19.475	-884.903	438166.765	8755972.874
GCP #339	19.475	-898.369	438175.513	8755982.417
GCP #340	132.142	-935.625	438164.644	8756037.821
GCP #341	93.988	-891.636	438147.678	8756018.205
GCP #342	168.95	-918.568	438144.497	8756057.703
GCP #343	135.284	-886.249	438123.555	8756038.352
GCP #344	256.929	-954.927	438150	8756120
GCP #345	409.097	-906.897	438076	8756220
GCP #346	366.903	-985.899	438252	8756203
GCP #347	623.883	-919.241	438082	8756325
GCP #348	690.422	-984.51	438311	8756402
GCP #349	526.939	-995.469	438274	8756300
GCP #350	120.514	-1019.216	438292	8756013
GCP #351	85.808	-971.723	438222.301	8756032.652
GCP #352	57.495	-958.937	438222.301	8756013.566
GCP #353	52.016	-977.203	438240.725	8756029.073
GCP #354	226.459	-1047.528	438398	8756167
GCP #355	459.354	-1044.788	438461	8756317
GCP #356	204.539	-1140.686	438630	8756249
GCP #357	436.521	-1121.507	438609	8756351
GCP #358	536.986	-1130.64	438613	8756397
GCP #359	647.497	-1180.872	438654	8756459
GCP #361	2466.819	-1038.395	437947.668	8757528.822
GCP #360	2444.899	-1033.829	437945.282	8757516.363
GCP #362	2443.073	-1025.609	437934.148	8757519.014
GCP #363	2411.107	-1016.476	437928.846	8757498.337
GCP #364	2394.667	-1010.082	437914.001	8757489.854
GCP #365	2384.621	-995.469	437888.022	8757489.324
GCP #366	2376.401	-989.076	437869.466	8757489.854
GCP #367	2370.008	-984.51	437856.211	8757485.083
GCP #368	2345.348	-970.81	437825.461	8757480.311
GCP #369	2340.782	-969.897	437815.387	8757477.66
GCP #370	2343.522	-958.024	437793.12	8757485.083
GCP #371	2327.995	-959.85	437788.878	8757475.539
GCP #372	2348.088	-930.624	437758.658	8757500.458
GCP #373	2339.868	-936.104	437756.537	8757491.975
GCP #374	2336.215	-930.624	437746.994	8757493.035
GCP #375	2328.909	-930.624	437738.511	8757487.203
GCP #376	2289.636	-960.763	437771.382	8757450.091
GCP #377	2296.029	-949.804	437753.356	8757456.453
GCP #378	2285.069	-947.977	437744.873	8757450.091
GCP #379	2306.076	-937.017	437737.981	8757469.707
GCP #380	2291.463	-934.277	437724.196	8757463.345
GCP #381	2291.691	-929.939	437715.713	8757464.936
GCP #382	2301.281	-923.546	437715.183	8757473.949
GCP #383	2314.98	-920.806	437721.015	8757485.613
GCP #384	2323.2	-911.216	437713.593	8757494.096
GCP #385	2366.583	-878.337	437708.291	8757531.738
GCP #386	2346.946	-895.233	437713.063	8757512.652
GCP #387	2340.097	-887.013	437692.916	8757517.424
GCP #388	2343.293	-871.944	437678.601	8757522.195
GCP #389	2336.9	-855.961	437656.333	8757524.846
GCP #390	2325.484	-884.73	437683.903	8757504.699
GCP #391	2386.219	-850.937	437688.674	8757558.778
GCP #392	2398.092	-866.007	437724.727	8757555.066
GCP #393	2369.779	-882.447	437716.774	8757533.329
GCP #394	2376.173	-851.851	437676.48	8757553.476
GCP #395	2322.287	-858.701	437657.924	8757511.061
GCP #396	2316.807	-855.504	437648.38	8757509.471
GCP #397	2307.674	-858.244	437652.092	8757500.458
GCP #398	2408.595	-829.475	437680.722	8757578.394
GCP #399	2412.248	-796.139	437647.85	8757597.481
GCP #400	2386.676	-829.475	437660.575	8757566.2
GCP #401	2407.682	-846.827	437704.049	8757570.972
GCP #402	2370.693	-836.781	437655.803	8757557.187
GCP #403	2356.536	-846.371	437652.092	8757541.282
GCP #404	2365.213	-829.931	437643.609	8757554.536
GCP #405	2404.029	-738.143	437574.155	8757615.507
GCP #406	2447.868	-755.039	437630.885	8757633.533
GCP #407	2458.828	-739.513	437618.16	8757648.378
GCP #408	2408.139	-761.889	437601.194	8757608.615
GCP #409	2380.739	-794.769	437618.16	8757574.683
GCP #410	2365.213	-776.046	437587.94	8757576.274
GCP #411	2349.686	-800.248	437603.315	8757552.416
GCP #412	2348.316	-825.365	437625.583	8757543.933
GCP #413	2327.767	-820.341	437617.1	8757531.208
GCP #414	2325.027	-780.612	437582.638	8757543.402
GCP #415	2303.564	-827.191	437621.871	8757508.411
GCP #416	2304.477	-768.739	437570.974	8757524.316
GCP #417	2281.188	-773.306	437564.612	8757507.35
GCP #418	2219.539	-840.434	437589	8757444.259
GCP #419	2310.414	-905.736	437700.338	8757487.203
GCP #420	2267.031	-928.112	437693.976	8757452.211
GCP #421	2291.691	-913.499	437693.976	8757472.358
GCP #422	2256.528	-937.246	437699.808	8757438.957
GCP #423	2247.395	-936.789	437695.567	8757433.125
GCP #424	2247.395	-930.396	437686.554	8757438.957
GCP #425	2240.089	-929.939	437682.842	8757433.655
GCP #426	2230.956	-941.356	437690.265	8757419.87
GCP #427	2212.233	-946.835	437686.023	8757405.025
GCP #428	2206.753	-938.159	437671.178	8757408.737
GCP #429	2192.14	-939.529	437662.165	8757397.073
GCP #430	2172.047	-950.489	437665.346	8757378.516
GCP #431	2172.503	-945.009	437657.394	8757381.697
GCP #432	2177.07	-928.569	437639.367	8757390.18
GCP #433	2150.584	-930.396	437624.522	8757372.154
GCP #434	2154.694	-935.419	437633.535	8757372.154
GCP #435	2135.971	-949.575	437640.958	8757352.007
GCP #436	2131.404	-945.922	437632.475	8757352.007
GCP #437	2130.034	-933.136	437615.509	8757356.249
GCP #438	2127.751	-916.239	437588.47	8757361.02
GCP #439	2119.988	-921.719	437589	8757354.128
GCP #440	2106.745	-917.609	437579.987	8757343.524
GCP #441	2101.722	-946.835	437617.1	8757331.33
GCP #442	2164.74	-855.504	437566.733	8757384.348
GCP #443	2138.711	-855.504	437525.379	8757391.771
GCP #444	2102.635	-881.077	437532.801	8757353.598
GCP #445	2119.531	-878.337	437536.512	8757366.852
GCP #446	2136.428	-875.597	437545.525	8757376.926
GCP #447	2084.369	-932.222	437590.061	8757320.196
GCP #448	2086.652	-918.066	437565.672	8757331.86
GCP #449	2071.582	-907.563	437547.116	8757321.257
GCP #450	2058.796	-910.76	437546.056	8757310.123
GCP #451	2062.449	-938.159	437584.229	8757300.049
GCP #452	2059.709	-929.026	437568.323	8757302.17
GCP #453	2033.68	-931.766	437557.189	8757285.204
GCP #454	2035.506	-866.464	437482.964	8757305.351
GCP #455	2057.426	-837.694	437461.757	8757330.8
GCP #456	2052.403	-851.394	437469.179	8757323.908
GCP #457	2093.045	-808.468	437457.515	8757364.732
GCP #458	2071.582	-817.601	437444.791	8757346.175
GCP #459	2045.096	-823.538	437435.778	8757326.028
GCP #460	2034.136	-825.821	437436.308	8757315.425
GCP #461	2023.177	-867.377	437476.072	8757294.217
GCP #462	2010.847	-846.827	437447.442	8757291.567
GCP #463	2031.853	-943.639	437574.685	8757277.782
GCP #464	2011.76	-948.662	437586.879	8757259.226
GCP #465	1998.974	-939.986	437564.082	8757253.394
GCP #466	2002.17	-859.614	437456.985	8757280.963
GCP #467	1986.644	-820.798	437417.222	8757277.252
GCP #468	2006.737	-816.688	437413.51	8757296.868
GCP #469	1961.984	-850.481	437441.08	8757249.152
GCP #470	1956.505	-863.724	437453.804	8757241.199
GCP #471	1983.904	-853.221	437453.804	8757266.118
GCP #472	1994.864	-870.117	437470.24	8757271.95
GCP #473	1963.354	-832.671	437415.101	8757257.635
GCP #474	1983.904	-940.899	437560.901	8757242.26
GCP #475	1976.597	-937.702	437554.008	8757238.018
GCP #476	1977.511	-932.679	437535.982	8757239.079
GCP #477	1989.384	-919.893	437520.077	8757255.514
GCP #478	1976.597	-924.459	437520.077	8757242.79
GCP #479	1969.748	-916.696	437510.533	8757241.73
GCP #480	1954.221	-920.806	437508.413	8757227.415
GCP #481	1946.001	-939.986	437540.224	8757212.57
GCP #482	1958.788	-936.332	437535.452	8757223.703
GCP #483	1930.018	-937.246	437530.68	8757203.026
GCP #484	1924.995	-913.043	437493.037	8757202.496
GCP #485	1922.712	-904.366	437479.253	8757205.147
GCP #486	1923.625	-881.533	437455.395	8757213.63
GCP #487	1941.892	-868.747	437446.382	8757231.126
GCP #488	1949.655	-823.081	437398.665	8757247.562
GCP #489	1934.585	-840.891	437410.859	8757230.596
GCP #490	1930.475	-816.231	437386.471	8757234.307
GCP #491	1955.135	-789.745	437364.204	8757260.286
GCP #492	1970.204	-816.231	437399.726	8757268.239
GCP #493	1907.642	-827.648	437395.484	8757213.1
GCP #494	1934.585	-760.063	437338.755	8757251.803
GCP #495	1912.665	-779.699	437352.54	8757230.066
GCP #496	1898.052	-769.652	437338.225	8757215.751
GCP #497	1885.266	-788.375	437357.311	8757203.557
GCP #498	1898.052	-746.363	437319.138	8757220.522
GCP #499	1877.96	-754.583	437318.078	8757201.436
GCP #500	1864.26	-818.515	437378.518	8757176.517
GCP #501	1879.329	-805.272	437372.686	8757192.423
GCP #502	1881.156	-850.937	437411.92	8757185
GCP #503	1902.162	-819.885	437384.881	8757212.57
GCP #504	1852.843	-873.77	437420.933	8757156.37
GCP #505	1865.173	-896.603	437452.214	8757160.612
GCP #506	1930.018	-833.128	437404.497	8757226.884
GCP #507	1916.775	-861.897	437429.946	8757212.039
GCP #508	1913.122	-850.937	437415.631	8757214.16
GCP #509	1902.619	-874.227	437440.019	8757197.194
GCP #510	1894.399	-899.343	437465.998	8757183.41
GCP #511	1881.613	-890.21	437449.032	8757174.927
GCP #512	1842.797	-906.65	437465.998	8757139.935
GCP #513	1837.774	-878.793	437427.825	8757143.116
GCP #514	1839.144	-869.66	437419.873	8757143.646
GCP #515	1814.941	-850.937	437397.075	8757129.331
GCP #516	1824.987	-833.584	437385.411	8757143.116
GCP #517	1836.404	-831.301	437386.471	8757150.008
GCP #518	1851.93	-827.191	437383.82	8757166.444
GCP #519	2048.293	-776.502	437381.7	8757342.994
GCP #520	2032.31	-762.803	437363.143	8757331.33
GCP #521	2013.13	-792.485	437388.062	8757307.472
GCP #522	2078.432	-764.173	437389.122	8757367.913
GCP #523	2094.415	-752.299	437381.7	8757385.939
GCP #524	2067.016	-737.23	437345.117	8757366.852
GCP #525	2059.709	-732.663	437334.513	8757365.262
GCP #526	2028.2	-744.08	437344.057	8757338.222
GCP #527	2011.303	-722.617	437327.621	8757326.558
GCP #528	1954.221	-755.496	437328.681	8757269.299
GCP #529	1970.204	-764.173	437346.177	8757279.903
GCP #530	1988.014	-746.82	437336.104	8757298.989
GCP #531	1990.754	-758.693	437353.07	8757298.989
GCP #532	2000.8	-772.849	437370.566	8757303.761
GCP #533	1870.196	-935.876	437514.775	8757153.72
GCP #534	1853.757	-926.743	437495.688	8757144.176
GCP #535	1839.6	-932.222	437504.171	8757129.861
GCP #536	1888.919	-935.419	437519.016	8757168.565
